"source","type","bp_length","phase","gene_id","gene_type","gene_name","level","mgi_id","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HAVANA","gene",2976,NA,"ENSMUSG00000029185.14","protein_coding","Fam114a1","2","MGI:1915553","OTTMUSG00000023413.5","overlapping_locus",1.05188156952026,0.550155599945437,1.23235748547986,0.227912389483719,0.998376908971885,-4.59166719504943
"HAVANA","gene",2843,NA,"ENSMUSG00000100954.4","lncRNA","Gm10138","2","MGI:3708522","OTTMUSG00000049559.1",NA,0.551641943215761,2.10399383954778,1.23233325126742,0.22792130156919,0.998376908971885,-4.58624085277597
"HAVANA","gene",720,NA,"ENSMUSG00000082915.1","processed_pseudogene","Gm15240","1","MGI:3705404","OTTMUSG00000019579.1","pseudo_consens",1.1774880089608,-0.605300240684333,1.23209921963711,0.228007379714847,0.998376908971885,-4.59173422220328
"HAVANA","gene",5366,NA,"ENSMUSG00000029636.11","protein_coding","Wasf3","2","MGI:2658986","OTTMUSG00000025851.3","overlapping_locus",-0.262317733890914,5.55440835568539,-1.23190275597942,0.22807965898447,0.998376908971885,-4.55392098300091
"HAVANA","gene",2288,NA,"ENSMUSG00000001962.8","protein_coding","Fam50a","2","MGI:1351626","OTTMUSG00000017658.3","ncRNA_host",0.41863639239731,4.05870422601697,1.23181344413938,0.228112522626619,0.998376908971885,-4.56689074404433
"HAVANA","gene",12144,NA,"ENSMUSG00000015653.13","protein_coding","Steap2","2","MGI:1921301","OTTMUSG00000021588.5",NA,-0.453841168361141,3.57347404087715,-1.23167657603313,0.228162892211088,0.998376908971885,-4.57412783060763
"HAVANA","gene",4855,NA,"ENSMUSG00000025979.13","protein_coding","Mob4","2","MGI:104899","OTTMUSG00000034749.4",NA,0.504919863660046,2.39131649753354,1.23161449422492,0.228185742029841,0.998376908971885,-4.58454671859335
"HAVANA","gene",2737,NA,"ENSMUSG00000075273.4","protein_coding","Ttc30b","2","MGI:1919671","OTTMUSG00000015168.1",NA,-0.857499209677164,0.932520072947858,-1.23156860903789,0.228202631626744,0.998376908971885,-4.5903984861714
"HAVANA","gene",8663,NA,"ENSMUSG00000024045.6","protein_coding","Akap8","2","MGI:1928488","OTTMUSG00000073290.2",NA,0.190511856878599,7.36083254987924,1.23147917670413,0.228235552921376,0.998376908971885,-4.54914669498382
"HAVANA","gene",28634,NA,"ENSMUSG00000031626.18","protein_coding","Sorbs2","2","MGI:1924574","OTTMUSG00000034076.5",NA,0.116935406634577,7.9608596545804,1.23140449231742,0.228263048020544,0.998376908971885,-4.55445133628683
"HAVANA","gene",591,NA,"ENSMUSG00000086239.1","lncRNA","Gm14329","2","MGI:3651759","OTTMUSG00000016357.1","ncRNA_host",-0.613338036148133,1.11804843586751,-1.23139535474025,0.228266412195372,0.998376908971885,-4.58941517465977
"HAVANA","gene",4375,NA,"ENSMUSG00000044636.6","protein_coding","Csrnp2","2","MGI:2386852","OTTMUSG00000071132.1",NA,0.561016549965578,2.92858289189612,1.23093961207299,0.228434249827277,0.998376908971885,-4.57924254175947
"HAVANA","gene",5366,NA,"ENSMUSG00000103144.1","protein_coding","Pcdhga1","2","MGI:1935212","OTTMUSG00000050779.1","overlapping_locus",-0.209419278827608,5.71847209501745,-1.23076720810672,0.228497765649467,0.998376908971885,-4.55180035191029
"HAVANA","gene",1395,NA,"ENSMUSG00000097635.2","lncRNA","Gm26826","2","MGI:5477320","OTTMUSG00000056522.1",NA,-0.83804164849538,1.33609681040875,-1.23025459482979,0.22868669717936,0.998376908971885,-4.58992788537747
"HAVANA","gene",2647,NA,"ENSMUSG00000040714.14","protein_coding","Klc3","2","MGI:1277971","OTTMUSG00000023189.3",NA,0.753291823384933,0.748082549113897,1.23010039827253,0.228743551615596,0.998376908971885,-4.590734832904
"HAVANA","gene",5491,NA,"ENSMUSG00000020273.13","protein_coding","Papolg","2","MGI:2442119","OTTMUSG00000005284.1",NA,0.336312882203194,3.96219371050785,1.23006200986191,0.228757707609689,0.998376908971885,-4.56859379313296
"HAVANA","gene",2009,NA,"ENSMUSG00000078906.9","protein_coding","Gm14444","2","MGI:3652325","OTTMUSG00000016627.3",NA,0.863367356689467,0.211587886551563,1.23002281563295,0.22877216143275,0.998376908971885,-4.59178846473882
"HAVANA","gene",5812,NA,"ENSMUSG00000103585.1","protein_coding","Pcdhgb4","2","MGI:1935173","OTTMUSG00000050814.1","overlapping_locus",-0.176741929927093,5.97685895407023,-1.22990763723495,0.228814640225714,0.998376908971885,-4.55025138415404
"HAVANA","gene",6907,NA,"ENSMUSG00000026482.13","protein_coding","Rgl1","2","MGI:107484","OTTMUSG00000022514.3","overlapping_locus",0.27095901695876,4.99624188266025,1.22970053232236,0.228891037195339,0.998376908971885,-4.55967556267325
"HAVANA","gene",6778,NA,"ENSMUSG00000030007.8","protein_coding","Cct7","2","MGI:107184","OTTMUSG00000057881.1",NA,-0.303056271654456,4.42199453534072,-1.22966216624379,0.228905191794349,0.998376908971885,-4.56602429250113
"HAVANA","gene",4040,NA,"ENSMUSG00000047710.8","protein_coding","Champ1","2","MGI:1196398","OTTMUSG00000022615.3","overlapping_locus",0.558180347444161,2.85548800605812,1.22965694262359,0.228907119022769,0.998376908971885,-4.58330098238531
"HAVANA","gene",3349,NA,"ENSMUSG00000037266.18","protein_coding","Rsrp1","2","MGI:106498","OTTMUSG00000011095.3",NA,-0.243131442970538,7.36472300252141,-1.2296310198661,0.228916683273886,0.998376908971885,-4.55073039946495
"HAVANA","gene",2304,NA,"ENSMUSG00000090077.9","protein_coding","Lime1","2","MGI:1919949","OTTMUSG00000016651.3","overlapping_locus",0.24888755236808,5.18569190063823,1.22958433067549,0.228933910096232,0.998376908971885,-4.55407202280545
"HAVANA","gene",3247,NA,"ENSMUSG00000112522.1","processed_pseudogene","Gm47632","2","MGI:6096703","OTTMUSG00000065555.1",NA,-0.895724734773023,0.698858679210267,-1.22936292323683,0.229015615615416,0.998376908971885,-4.59127768469522
"HAVANA","gene",6989,NA,"ENSMUSG00000033685.13","protein_coding","Ucp2","2","MGI:109354","OTTMUSG00000022804.8",NA,-1.20070112446656,-0.208434320541063,-1.22904430752788,0.229133232065346,0.998376908971885,-4.59217976138078
"HAVANA","gene",1633,NA,"ENSMUSG00000074252.2","TEC","Gm10654","2","MGI:3643366","OTTMUSG00000061604.1",NA,0.556479864563362,2.08625894828928,1.22885435309825,0.229203374966482,0.998376908971885,-4.58741115866395
"HAVANA","gene",3936,NA,"ENSMUSG00000029868.13","protein_coding","Trpv6","2","MGI:1927259","OTTMUSG00000051429.2",NA,0.97884770298224,1.11884782264034,1.22874185563695,0.229244923562556,0.998376908971885,-4.59103186296469
"HAVANA","gene",4781,NA,"ENSMUSG00000048458.8","protein_coding","Inka2","2","MGI:1923497","OTTMUSG00000022100.1",NA,-0.360698983196548,3.88245958849958,-1.22858317354855,0.229303539087929,0.998376908971885,-4.57089079598819
"HAVANA","gene",3627,NA,"ENSMUSG00000026360.9","protein_coding","Rgs2","2","MGI:1098271","OTTMUSG00000020882.3",NA,-0.369039384512878,3.34385170205388,-1.22831822023072,0.229401435147316,0.998376908971885,-4.57745635229598
"ENSEMBL","gene",191,NA,"ENSMUSG00000065251.1","snRNA","Gm23971","3","MGI:5453748",NA,NA,0.710056743173393,2.00174045835692,1.22823818395155,0.229431013446309,0.998376908971885,-4.58635858455505
"HAVANA","gene",5273,NA,"ENSMUSG00000002718.14","protein_coding","Cse1l","2","MGI:1339951","OTTMUSG00000001165.4","overlapping_locus",-0.533652764917167,3.43246075101364,-1.22820342866144,0.229443858541239,0.998376908971885,-4.57350315699434
"HAVANA","gene",2577,NA,"ENSMUSG00000022453.8","protein_coding","Naga","2","MGI:1261422","OTTMUSG00000070955.2",NA,-0.766236961428268,1.25756689199928,-1.22798806504015,0.229523466102081,0.998376908971885,-4.5880299497862
"HAVANA","gene",1223,NA,"ENSMUSG00000062382.9","protein_coding","Ftl1-ps1","2","MGI:3779109","OTTMUSG00000067661.1","retrogene",0.68495990080098,1.37710684535853,1.22791554282484,0.229550278058141,0.998376908971885,-4.59030427591123
"HAVANA","gene",1119,NA,"ENSMUSG00000060989.8","processed_pseudogene","Gm11847","1","MGI:3651787","OTTMUSG00000004599.1","pseudo_consens",-0.541624331417715,2.18245109174178,-1.22785817543441,0.229571488835139,0.998376908971885,-4.58648265781984
"HAVANA","gene",3662,NA,"ENSMUSG00000107577.1","TEC","Gm44103","2","MGI:5690495","OTTMUSG00000057166.1",NA,0.766354522572603,2.08119549557909,1.22782616047574,0.229583326549493,0.998376908971885,-4.58577178739533
"HAVANA","gene",621,NA,"ENSMUSG00000112243.1","TEC","Gm47342","2","MGI:6096236","OTTMUSG00000064474.1",NA,0.854256309061084,0.254701882187205,1.22767677708406,0.229638567961356,0.998376908971885,-4.59161138304113
"HAVANA","gene",17627,NA,"ENSMUSG00000028634.17","protein_coding","Hivep3","2","MGI:106589","OTTMUSG00000069810.5","overlapping_locus",-0.185672335686165,6.07860333275636,-1.22761508932077,0.229661382768065,0.998376908971885,-4.55086528113335
"HAVANA","gene",864,NA,"ENSMUSG00000083449.1","processed_pseudogene","Gm13487","1","MGI:3650141","OTTMUSG00000012387.1","pseudo_consens",-0.734861381858408,1.79423986570991,-1.227408258488,0.229737890163332,0.998376908971885,-4.58619650075851
"HAVANA","gene",7419,NA,"ENSMUSG00000028114.16","protein_coding","Mettl14","2","MGI:2442926","OTTMUSG00000037048.8",NA,-0.351160851098492,3.89601778986486,-1.22735615206129,0.229757167510791,0.998376908971885,-4.57113383488369
"HAVANA","gene",5413,NA,"ENSMUSG00000020547.5","protein_coding","Bzw2","2","MGI:1914162","OTTMUSG00000065626.4",NA,0.320926361621751,3.91251967634756,1.22712585130912,0.22984238433219,0.998376908971885,-4.56805617856981
"HAVANA","gene",3638,NA,"ENSMUSG00000006522.17","protein_coding","Itih3","2","MGI:96620","OTTMUSG00000035523.5",NA,-1.09159289672235,1.30896682839727,-1.22709939841064,0.229852174057405,0.998376908971885,-4.58943243787286
"HAVANA","gene",2473,NA,"ENSMUSG00000034765.6","protein_coding","Dusp5","2","MGI:2685183","OTTMUSG00000029765.2",NA,1.17536603449443,0.175604205752148,1.22701850347865,0.229882113704109,0.998376908971885,-4.59182806027517
"HAVANA","gene",10527,NA,"ENSMUSG00000022185.19","protein_coding","Acin1","2","MGI:1891824","OTTMUSG00000033084.6","ncRNA_host",0.158405163819637,7.49679808280121,1.22700183853458,0.229888281851928,0.998376908971885,-4.55156544521152
"HAVANA","gene",3429,NA,"ENSMUSG00000052563.13","protein_coding","D930048N14Rik","2","MGI:2144709","OTTMUSG00000005607.2",NA,-0.878149256914196,1.84829543468305,-1.22649318724533,0.230076607145654,0.998376908971885,-4.58825141970096
"HAVANA","gene",4390,NA,"ENSMUSG00000018428.15","protein_coding","Akap1","2","MGI:104729","OTTMUSG00000001272.6",NA,0.295322098546587,4.0966943407643,1.2263641043497,0.230124417746071,0.998376908971885,-4.56831472416103
"HAVANA","gene",15529,NA,"ENSMUSG00000032228.16","protein_coding","Tcf12","2","MGI:101877","OTTMUSG00000044751.6","overlapping_locus",0.221806790386178,5.43812386999084,1.22635557593002,0.2301275768222,0.998376908971885,-4.55396062426525
"HAVANA","gene",13901,NA,"ENSMUSG00000062604.11","protein_coding","Srpk2","2","MGI:1201408","OTTMUSG00000053492.4","overlapping_locus",0.141444350804035,7.04501102709158,1.22628230453356,0.230154719170125,0.998376908971885,-4.54987499827007
"HAVANA","gene",3407,NA,"ENSMUSG00000015869.16","protein_coding","Prpsap1","2","MGI:1915013","OTTMUSG00000003898.4",NA,0.394642348415288,3.53560738597065,1.22613888562477,0.230207853607659,0.998376908971885,-4.57453231744985
"HAVANA","gene",6026,NA,"ENSMUSG00000031668.14","protein_coding","Eif2ak3","2","MGI:1341830","OTTMUSG00000031093.2","ncRNA_host",0.288671353633241,4.30803467165872,1.22599849624827,0.230259874549726,0.998376908971885,-4.56541044747138
"HAVANA","gene",3089,NA,"ENSMUSG00000114493.2","lncRNA","Gm47071","2","MGI:6095789","OTTMUSG00000068282.2",NA,0.88532260329334,1.34835055183152,1.22587184800663,0.230306811301193,0.998376908971885,-4.59037896858653
"HAVANA","gene",3587,NA,"ENSMUSG00000025738.8","protein_coding","Fbxl16","2","MGI:2448488","OTTMUSG00000073257.2",NA,-0.270702650323569,7.68106302878549,-1.22536815258083,0.230493555378641,0.998376908971885,-4.55247109113168
"HAVANA","gene",11239,NA,"ENSMUSG00000021000.17","protein_coding","Mia2","2","MGI:2159614","OTTMUSG00000027665.2","ncRNA_host",0.211438416932329,5.55434872930618,1.22504703477616,0.23061266833793,0.998376908971885,-4.55380183234579
"HAVANA","gene",2477,NA,"ENSMUSG00000097610.2","lncRNA","A930012L18Rik","2","MGI:2442887","OTTMUSG00000055567.2",NA,0.783334735042898,1.38756131061541,1.2247812489405,0.230711291739029,0.998376908971885,-4.58942200416798
"HAVANA","gene",4135,NA,"ENSMUSG00000025651.14","protein_coding","Uqcrc1","2","MGI:107876","OTTMUSG00000051043.4",NA,-0.296586364818294,4.62589268724587,-1.22460934369688,0.230775096300847,0.998376908971885,-4.56383035127979
"ENSEMBL","gene",75,NA,"ENSMUSG00000064452.1","snoRNA","Gm24564","3","MGI:5454341",NA,NA,0.606909848269485,1.52078569495546,1.2242152218863,0.230921428896327,0.998376908971885,-4.58973653970613
"HAVANA","gene",2391,NA,"ENSMUSG00000020814.13","protein_coding","Mxra7","2","MGI:1914872","OTTMUSG00000003781.3",NA,0.983405955144681,0.300516456102587,1.2240538439051,0.230981366599921,0.998376908971885,-4.59170141350265
"HAVANA","gene",2577,NA,"ENSMUSG00000022548.14","protein_coding","Apod","2","MGI:88056","OTTMUSG00000025876.1",NA,-0.53181096449239,3.19942338504829,-1.2239889719445,0.231005464099515,0.998376908971885,-4.5793430033682
"HAVANA","gene",5579,NA,"ENSMUSG00000030850.17","protein_coding","Ate1","2","MGI:1333870","OTTMUSG00000059393.2",NA,-0.233251014183098,5.34502348974086,-1.22394246602163,0.231022740463086,0.998376908971885,-4.55634736604671
"HAVANA","gene",8639,NA,"ENSMUSG00000059890.16","protein_coding","Ube4a","2","MGI:2154580","OTTMUSG00000030766.5",NA,0.194016201898211,5.3028978911257,1.22378589163913,0.231080912979412,0.998376908971885,-4.55616955208482
"HAVANA","gene",1408,NA,"ENSMUSG00000109090.1","TEC","Gm45088","2","MGI:5753664","OTTMUSG00000059201.1",NA,-0.795270903662431,1.01872174298767,-1.22374058658791,0.231097747336094,0.998376908971885,-4.59023018608459
"HAVANA","gene",4624,NA,"ENSMUSG00000021661.16","protein_coding","Ankra2","2","MGI:1915808","OTTMUSG00000032623.3",NA,-0.579598544563864,2.46255727350783,-1.22371489968866,0.231107292428396,0.998376908971885,-4.58271529179927
"HAVANA","gene",3416,NA,"ENSMUSG00000000149.10","protein_coding","Gna12","2","MGI:95767","OTTMUSG00000024795.3",NA,0.586501827045025,2.48839021464711,1.22359764147025,0.23115086860213,0.998376908971885,-4.58615063278372
"HAVANA","gene",5005,NA,"ENSMUSG00000022180.7","protein_coding","Slc7a8","2","MGI:1355323","OTTMUSG00000069511.1",NA,0.280883884522649,4.50908552668732,1.2235304641691,0.231175836187597,0.998376908971885,-4.5652617266699
"HAVANA","gene",7115,NA,"ENSMUSG00000036819.14","protein_coding","Jmjd4","2","MGI:2144404","OTTMUSG00000005800.3",NA,0.508467268017762,2.98273143860398,1.22347754592656,0.231195505572698,0.998376908971885,-4.58218542557482
"HAVANA","gene",3707,NA,"ENSMUSG00000030741.15","protein_coding","Spns1","2","MGI:1920908","OTTMUSG00000031445.5",NA,-0.42173985226267,2.96163304850834,-1.22305014530376,0.231354413661428,0.998376908971885,-4.58000271672265
"HAVANA","gene",5954,NA,"ENSMUSG00000020774.9","protein_coding","Aspa","2","MGI:87914","OTTMUSG00000006136.4",NA,0.743087203204905,1.76535820061675,1.22301759286642,0.231366520047036,0.998376908971885,-4.58725872697966
"HAVANA","gene",4177,NA,"ENSMUSG00000063600.14","protein_coding","Egfem1","1","MGI:1922990","OTTMUSG00000030000.6","overlapping_locus",-0.350177735886243,3.78752415466016,-1.22277885889876,0.231455320679315,0.998376908971885,-4.57004312038559
"HAVANA","gene",4174,NA,"ENSMUSG00000070923.4","protein_coding","Klhl9","2","MGI:2180122","OTTMUSG00000011283.1",NA,-0.406508940977154,3.68143817388105,-1.22263000812081,0.23151070083364,0.998376908971885,-4.57361284037974
"HAVANA","gene",2094,NA,"ENSMUSG00000104030.1","TEC","5330406M23Rik","2","MGI:1923921","OTTMUSG00000043504.1","overlapping_locus",0.275660830632793,4.71546476244942,1.22260228876807,0.231521014955098,0.998376908971885,-4.56335827912845
"HAVANA","gene",4977,NA,"ENSMUSG00000027984.8","protein_coding","Hadh","2","MGI:96009","OTTMUSG00000028850.2",NA,-0.996025020821258,0.204015180048557,-1.2225864170412,0.231526920836463,0.998376908971885,-4.59098357210111
"HAVANA","gene",887,NA,"ENSMUSG00000083421.1","processed_pseudogene","Gm14776","1","MGI:3705559","OTTMUSG00000017961.1","overlapping_locus",0.367128724448741,4.22767399858762,1.22252389938799,0.231550184798007,0.998376908971885,-4.56670441955643
"HAVANA","gene",1633,NA,"ENSMUSG00000104237.1","lncRNA","Gm33533","2","MGI:5592692","OTTMUSG00000049902.1",NA,0.830037801816732,0.608355413180041,1.22247376546362,0.231568841811121,0.998376908971885,-4.59048556741409
"HAVANA","gene",447,NA,"ENSMUSG00000111371.1","lncRNA","Gm47162","2","MGI:6095937","OTTMUSG00000062843.1",NA,1.21486456299298,0.158007987834171,1.22227701944963,0.231642070424268,0.998376908971885,-4.59230383768435
"HAVANA","gene",3879,NA,"ENSMUSG00000028223.8","protein_coding","Decr1","2","MGI:1914710","OTTMUSG00000004641.1","ncRNA_host",1.09858309704286,1.02036580498001,1.22209688320751,0.231709132091131,0.998376908971885,-4.59124458040995
"HAVANA","gene",4180,NA,"ENSMUSG00000051650.11","protein_coding","B3gnt2","2","MGI:1889505","OTTMUSG00000005266.5","overlapping_locus",0.550358699919043,2.71426681551505,1.2220544056491,0.231724947881277,0.998376908971885,-4.58193195464378
"HAVANA","gene",8963,NA,"ENSMUSG00000078161.8","protein_coding","Erich3","1","MGI:1919095","OTTMUSG00000037110.3",NA,0.224988664164246,5.69682435885368,1.22176063789107,0.231834349369571,0.998376908971885,-4.55369430930974
"HAVANA","gene",890,NA,"ENSMUSG00000059278.9","protein_coding","Naa38","2","MGI:1925554","OTTMUSG00000005977.1",NA,1.08299472330125,0.123070194171139,1.22173660969416,0.231843299373176,0.998376908971885,-4.59164770189607
"HAVANA","gene",6036,NA,"ENSMUSG00000006154.13","protein_coding","Eps8l1","2","MGI:1914675","OTTMUSG00000035448.13",NA,0.603861303234521,1.93544840661018,1.22166713609013,0.231869178299491,0.998376908971885,-4.58661196399651
"HAVANA","gene",2398,NA,"ENSMUSG00000048581.12","protein_coding","E130311K13Rik","2","MGI:3607716","OTTMUSG00000034984.1",NA,-0.485921238336753,2.14468682344765,-1.22139244537907,0.231971521782603,0.998376908971885,-4.58614609591887
"HAVANA","gene",10371,NA,"ENSMUSG00000030987.5","protein_coding","Stim1","2","MGI:107476","OTTMUSG00000060544.2",NA,0.209860330787618,5.07422448160265,1.22126570144845,0.232018755063421,0.998376908971885,-4.55862252555054
"HAVANA","gene",2990,NA,"ENSMUSG00000109051.1","TEC","Gm44913","2","MGI:5753489","OTTMUSG00000058995.1",NA,-0.706341428117902,1.81730020539161,-1.22104049754519,0.232102698869107,0.998376908971885,-4.58830087694187
"HAVANA","gene",1074,NA,"ENSMUSG00000096156.1","processed_pseudogene","Gm9242","1","MGI:3645172","OTTMUSG00000071871.1","pseudo_consens",0.777880444745689,1.78891974718542,1.22098244072669,0.232124342984896,0.998376908971885,-4.58813432558285
"HAVANA","gene",3802,NA,"ENSMUSG00000009566.12","protein_coding","Fpgs","2","MGI:95576","OTTMUSG00000012531.3","ncRNA_host",0.966508994723651,0.394872685519364,1.22096233786364,0.232131837868841,0.998376908971885,-4.59181421130357
"HAVANA","gene",8934,NA,"ENSMUSG00000033790.11","protein_coding","Tubgcp5","2","MGI:2178836","OTTMUSG00000058826.1",NA,-0.231134155680527,4.9071735185737,-1.22073713602158,0.232215811494642,0.998376908971885,-4.55929768872538
"HAVANA","gene",2492,NA,"ENSMUSG00000056947.5","protein_coding","Mab21l1","2","MGI:1333773","OTTMUSG00000053042.1",NA,-0.587802244934723,2.63070944999961,-1.2205372138345,0.232290377831183,0.998376908971885,-4.58085897121937
"HAVANA","gene",3371,NA,"ENSMUSG00000107468.1","TEC","5730507A11Rik","2","MGI:1917874","OTTMUSG00000056935.1",NA,0.761320475118179,1.32542083856605,1.22038196775645,0.232348293362114,0.998376908971885,-4.590015866647
"HAVANA","gene",5756,NA,"ENSMUSG00000037579.7","protein_coding","Kcnh3","2","MGI:1341723","OTTMUSG00000071072.1",NA,-0.265234079660418,4.43759429158142,-1.22037219658437,0.232351938920698,0.998376908971885,-4.56686338405939
"HAVANA","gene",1061,NA,"ENSMUSG00000111425.1","processed_pseudogene","Gm47324","1","MGI:6096209","OTTMUSG00000025164.2","pseudo_consens",-0.949785732518844,0.425962852007637,-1.22026300715366,0.232392679671689,0.998376908971885,-4.59020677717221
"HAVANA","gene",1297,NA,"ENSMUSG00000105584.1","TEC","Gm42588","2","MGI:5662725","OTTMUSG00000055416.1",NA,0.728845871971051,1.91129839643126,1.22020650717795,0.2324137630342,0.998376908971885,-4.58691416239348
"HAVANA","gene",2970,NA,"ENSMUSG00000052794.13","protein_coding","1700030K09Rik","1","MGI:1919504","OTTMUSG00000031775.1",NA,0.689437419044405,2.18536260577876,1.2199109021229,0.232524093445914,0.998376908971885,-4.58522180083849
"HAVANA","gene",3173,NA,"ENSMUSG00000107499.1","protein_coding","Ccdc142","2","MGI:3045292","OTTMUSG00000024264.3","overlapping_locus",0.736596559749776,1.27603563849657,1.21967518145577,0.232612100907821,0.998376908971885,-4.59025944755542
"HAVANA","gene",5679,NA,"ENSMUSG00000037134.17","protein_coding","Prmt9","2","MGI:2142651","OTTMUSG00000030761.5",NA,0.303382429886022,4.10681831005286,1.2194945513037,0.232679556903305,0.998376908971885,-4.56818223892275
"HAVANA","gene",4348,NA,"ENSMUSG00000102415.1","TEC","A430110C17Rik","2","MGI:2444994","OTTMUSG00000040149.1","overlapping_locus",-0.429649270748611,3.08395003667922,-1.21949316519567,0.232680074599299,0.998376908971885,-4.5802349785287
"HAVANA","gene",4575,NA,"ENSMUSG00000074909.5","protein_coding","Ranbp6","2","MGI:2683212","OTTMUSG00000054309.2","retrogene",-0.355722517185046,3.92552419728411,-1.2190869978261,0.232831810698303,0.998376908971885,-4.57337320946344
"HAVANA","gene",2802,NA,"ENSMUSG00000017858.12","protein_coding","Ift52","2","MGI:2387217","OTTMUSG00000001063.9",NA,-0.44769857359362,3.07714317840471,-1.21885486248226,0.232918565072911,0.998376908971885,-4.58125237906502
"HAVANA","gene",3522,NA,"ENSMUSG00000032349.13","protein_coding","Elovl5","2","MGI:1916051","OTTMUSG00000022986.3",NA,0.438776826300979,3.6427199437454,1.21874411840121,0.232959961219525,0.998376908971885,-4.57681636027354
"HAVANA","gene",10947,NA,"ENSMUSG00000025153.9","protein_coding","Fasn","2","MGI:95485","OTTMUSG00000004143.3",NA,-0.268622188690051,5.53572219749562,-1.21860918948085,0.233010405089712,0.998376908971885,-4.55792607314091
"HAVANA","gene",5410,NA,"ENSMUSG00000084803.8","lncRNA","5830444B04Rik","2","MGI:3603170","OTTMUSG00000010613.2",NA,0.714171068252659,1.25734467498222,1.21855168397835,0.233031906297349,0.998376908971885,-4.59010090774108
"HAVANA","gene",2572,NA,"ENSMUSG00000035298.8","protein_coding","Klhl35","1","MGI:1919434","OTTMUSG00000029805.1",NA,-0.923208690590174,0.45606770281364,-1.21789841842136,0.233276265230233,0.998376908971885,-4.59143287118732
"HAVANA","gene",3891,NA,"ENSMUSG00000032750.13","protein_coding","Gab3","2","MGI:2387324","OTTMUSG00000018282.5","ncRNA_host",0.959964160210315,-0.112150492504094,1.21776878580273,0.233324778044692,0.998376908971885,-4.59141628154345
"HAVANA","gene",1538,NA,"ENSMUSG00000108474.1","TEC","Gm44895","2","MGI:5753471","OTTMUSG00000058811.1",NA,0.845691785064989,1.22115029182123,1.21767112115866,0.233361332362511,0.998376908971885,-4.58874375466289
"HAVANA","gene",2437,NA,"ENSMUSG00000105711.1","TEC","Gm42598","2","MGI:5662735","OTTMUSG00000054210.1","overlapping_locus",0.955309814750217,0.0288197601630049,1.21717076725248,0.233548673938519,0.998376908971885,-4.59128400762218
"HAVANA","gene",2348,NA,"ENSMUSG00000105218.4","lncRNA","Gm38413","2","MGI:5621298","OTTMUSG00000053568.1",NA,0.366311961707672,3.50094177723998,1.21659291002751,0.233765173892218,0.998376908971885,-4.57321946705579
"HAVANA","gene",7657,NA,"ENSMUSG00000039738.16","protein_coding","Slx4","2","MGI:106299","OTTMUSG00000017267.3",NA,0.207886606272077,4.84640212252481,1.21636777923354,0.233849561932498,0.998376908971885,-4.56087611768822
"HAVANA","gene",6733,NA,"ENSMUSG00000103749.1","protein_coding","Pcdhgb5","2","MGI:1935196","OTTMUSG00000050826.2","overlapping_locus",-0.173259020197365,6.16922580841062,-1.21550537961192,0.234173034289611,0.998376908971885,-4.55431846173001
"HAVANA","gene",1696,NA,"ENSMUSG00000024245.4","protein_coding","Tmem178","2","MGI:1915277","OTTMUSG00000072704.1",NA,-0.769767252245471,2.44384260092154,-1.2151025236053,0.234324253548512,0.998376908971885,-4.58652116443642
"HAVANA","gene",4235,NA,"ENSMUSG00000019235.9","protein_coding","Rps6kl1","2","MGI:2443413","OTTMUSG00000067306.2",NA,0.366192342434658,3.31785412469043,1.21508318353596,0.234331515024721,0.998376908971885,-4.57977575708122
"HAVANA","gene",6531,NA,"ENSMUSG00000032468.11","protein_coding","Armc8","2","MGI:1921375","OTTMUSG00000048237.2",NA,0.206120129949173,5.32807004759848,1.21506858704989,0.234336995573165,0.998376908971885,-4.55822994311194
"HAVANA","gene",5382,NA,"ENSMUSG00000037553.14","protein_coding","Zdhhc18","2","MGI:3527792","OTTMUSG00000011205.2","overlapping_locus",0.357125797162304,3.24528551436999,1.21502562991616,0.234353125260274,0.998376908971885,-4.58028247933722
"HAVANA","gene",8372,NA,"ENSMUSG00000030411.16","protein_coding","Nova2","2","MGI:104296","OTTMUSG00000036901.2",NA,-0.244382445509395,5.73614593205922,-1.21482318462793,0.234429151241548,0.998376908971885,-4.55691452216956
"HAVANA","gene",5687,NA,"ENSMUSG00000008976.16","protein_coding","Gabpa","2","MGI:95610","OTTMUSG00000025176.1",NA,0.213917991971043,4.58708667351804,1.21478942892101,0.234441829595939,0.998376908971885,-4.56515387020763
"HAVANA","gene",2796,NA,"ENSMUSG00000084399.2","transcribed_processed_pseudogene","Gm15666","1","MGI:3783108","OTTMUSG00000025086.2","overlapping_locus",-0.950003723503178,0.615019226068195,-1.21452662293986,0.234540554769755,0.998376908971885,-4.59100843874815
"HAVANA","gene",1463,NA,"ENSMUSG00000027371.10","protein_coding","Fahd2a","2","MGI:1915376","OTTMUSG00000016026.1",NA,-0.535016218007788,2.10661126395069,-1.21448813118841,0.234555017108726,0.998376908971885,-4.58666247229711
"HAVANA","gene",7006,NA,"ENSMUSG00000028559.17","protein_coding","Osbpl9","2","MGI:1923784","OTTMUSG00000008293.6","ncRNA_host",-0.218590098274189,5.54982302723806,-1.21439202548141,0.234591129394101,0.998376908971885,-4.55640570128271
